,contact_type,contact_class_score_diff,contact_id,counter,delay,msg_delay,msg_delay_stamps
868,0,51,2,1,3,352,139
869,0,26,1,1,3,339,130
870,0,147,2,1,3,330,121
871,0,147,1,1,3,325,121
872,0,51,1,1,3,316,112
873,0,51,0,1,3,302,103
874,0,51,1,1,3,306,102
875,0,147,3,1,3,293,94
876,0,51,2,1,3,278,84
877,0,147,3,0,3,265,76
878,1,22,0,0,3,249,86
879,0,91,1,0,3,239,76
880,1,22,0,0,3,208,59
881,1,22,0,0,3,213,59
882,0,147,3,0,3,198,49
883,0,147,3,0,3,203,49
884,0,147,1,0,3,185,40
885,0,51,3,0,2,172,32
886,1,22,0,0,3,176,31
887,0,147,3,0,2,162,22
888,0,147,0,0,2,153,13
889,0,147,3,0,2,139,69
890,0,91,3,0,2,130,60
891,0,118,2,0,0,115,110
892,0,147,3,0,0,106,101
893,0,147,2,1,0,152,152
894,0,147,2,1,0,142,142
895,0,26,0,2,2,185,143
896,0,147,3,2,2,176,134
897,1,22,0,2,2,167,125
898,0,147,2,2,2,162,125
899,0,118,2,2,2,152,115
900,0,118,0,2,1,139,107
901,1,22,0,2,1,129,97
902,0,91,0,1,0,88,88
903,0,147,1,1,0,79,79
904,0,147,3,1,1,102,79
905,0,51,1,1,1,92,69
906,0,147,3,1,1,79,61
907,0,51,1,1,1,83,60
908,0,147,2,1,1,70,52
909,0,147,3,1,1,65,52
910,1,22,0,2,3,529,324
911,0,147,2,1,1,55,42
912,0,147,2,2,3,520,315
913,0,147,3,1,0,34,34
914,0,51,1,1,1,46,33
915,0,26,1,2,3,510,305
916,0,147,3,1,0,25,25
917,0,91,3,1,0,23,15
918,0,51,2,1,0,14,6
919,0,51,0,1,0,9,6
920,0,147,0,0,2,783,672
921,0,91,2,0,2,770,663
922,1,22,0,0,2,773,662
923,0,51,0,0,2,761,654
924,0,118,0,0,2,746,644
925,1,22,0,0,2,737,635
926,0,51,1,0,2,725,636
927,0,147,2,0,2,716,627
928,0,147,1,0,2,701,617
929,0,147,3,0,2,706,617
930,0,118,3,0,1,688,666
931,0,147,2,0,2,692,608
932,0,147,2,0,1,679,657
933,0,147,1,0,1,669,647
934,0,147,3,0,0,706,706
935,0,51,1,0,0,697,697
936,0,147,3,1,1,711,689
937,0,147,3,1,1,697,679
938,0,118,2,1,1,701,679
939,0,147,2,2,3,308,53
940,0,91,3,2,3,299,44
941,0,51,1,1,1,688,670
942,0,51,2,2,3,298,43
943,0,147,3,2,3,290,35
944,0,26,0,1,1,675,662
945,0,118,0,1,3,281,26
946,0,147,2,2,3,281,26
947,0,118,0,1,1,665,652
948,0,147,2,1,0,652,652
949,0,51,1,1,3,271,16
950,0,147,2,1,3,263,8
951,0,118,3,1,0,643,643
952,0,147,2,0,0,27,27
953,0,26,0,0,0,26,26
954,0,147,2,1,1,45,27
955,0,147,2,1,1,45,27
956,0,147,3,1,1,36,18
957,0,147,3,1,1,36,18
958,0,147,2,1,1,26,8
959,1,22,0,1,1,21,8
960,0,147,2,1,1,26,8
961,0,26,0,1,0,602,602
962,0,147,1,1,0,593,593
963,0,147,3,1,0,601,593
964,0,51,1,1,0,587,584
965,0,147,2,1,0,591,583
966,0,147,2,1,0,578,575
967,0,4,0,1,0,569,566
968,0,147,3,2,0,623,623
969,0,147,1,2,0,609,609
970,0,91,3,3,2,724,607
971,0,26,0,1,3,154,3
972,0,91,3,3,2,724,607
973,0,51,2,1,3,153,2
974,0,147,1,1,3,148,2
975,0,26,0,3,2,656,597
976,0,147,2,3,2,714,597
977,0,147,2,3,2,714,597
